Age,Gender,Education Level,Years of Experience,Job Role,Industry,Current Job Title,Income Level,Location,AI Upskilling,AI Upskilling Type,Success in Hiring Process,Percentage Hike in Salary
23,Female,Bachelor's,13,Manager,IT,Financial Analyst,High,City_C,1,Online Courses,0,14.703111400168341
31,Female,Master's,10,Engineer,Healthcare,Software Developer,High,City_B,1,Workshops,0,25.07243761168718
51,Female,Ph.D.,21,Engineer,Healthcare,Teacher,Medium,City_A,1,Certifications,1,27.307486241856488
26,Male,Ph.D.,5,Engineer,Finance,Nurse,Low,City_B,1,Online Courses,0,27.57243193615145
54,Female,Ph.D.,27,Engineer,Healthcare,Nurse,High,City_A,1,Workshops,1,6.492770033860863
22,Male,Ph.D.,23,Manager,Education,Nurse,High,City_B,1,Certifications,1,18.160283339965375
39,Male,Ph.D.,20,Consultant,IT,Nurse,High,City_B,1,Workshops,0,29.63616045435654
53,Male,Bachelor's,29,Engineer,Finance,Teacher,Medium,City_B,1,Online Courses,1,8.07284463033795
32,Male,High School,20,Consultant,Education,Financial Analyst,Medium,City_A,1,Workshops,0,22.772507982048513
42,Male,Master's,25,Engineer,IT,Financial Analyst,Medium,City_C,1,Workshops,1,13.221483561389373
47,Male,Master's,6,Analyst,Education,Nurse,High,City_C,1,Workshops,1,29.608977972727853
46,Female,Ph.D.,4,Engineer,Finance,Financial Analyst,Medium,City_C,1,Workshops,1,7.516687796113629
43,Male,Master's,2,Engineer,Finance,Nurse,High,City_B,1,Certifications,0,5.499851784443516
48,Female,Ph.D.,22,Engineer,Education,Nurse,Low,City_A,1,Online Courses,1,36.89580720579123
34,Female,Bachelor's,16,Manager,IT,Software Developer,High,City_B,1,Certifications,1,25.268356284413436
54,Male,Bachelor's,18,Analyst,Healthcare,Teacher,Medium,City_A,1,Workshops,1,25.494468584412026
55,Male,High School,5,Engineer,Healthcare,Teacher,Low,City_B,1,Workshops,0,23.435454527244595
56,Male,Bachelor's,22,Engineer,Education,Nurse,High,City_A,1,Online Courses,0,2.3211438349326663
22,Female,Bachelor's,4,Consultant,Finance,Teacher,Low,City_A,1,Online Courses,1,3.626151820513527
42,Male,High School,13,Analyst,IT,Financial Analyst,Low,City_A,1,Certifications,1,12.208687426174329
27,Female,Master's,19,Engineer,IT,Nurse,Low,City_B,1,Certifications,1,4.079271855673352
49,Male,Ph.D.,23,Consultant,Finance,Software Developer,High,City_C,1,Online Courses,1,14.876477052008097
38,Male,Ph.D.,2,Consultant,Healthcare,Financial Analyst,Medium,City_B,1,Certifications,0,16.981939729881642
26,Female,Master's,13,Manager,IT,Software Developer,High,City_B,1,Workshops,0,13.252008168073973
52,Female,High School,11,Consultant,Education,Software Developer,Medium,City_A,1,Workshops,0,14.60108735493794
26,Male,Master's,22,Engineer,Healthcare,Teacher,High,City_A,1,Online Courses,1,5.812000794035941
59,Female,Bachelor's,29,Manager,Education,Teacher,High,City_C,1,Certifications,0,28.398027328738426
24,Female,High School,4,Manager,Healthcare,Nurse,High,City_C,1,Workshops,1,20.608213759508068
44,Female,High School,22,Engineer,Finance,Teacher,Medium,City_A,1,Online Courses,1,9.136971149118722
58,Female,High School,20,Analyst,Education,Software Developer,High,City_C,1,Certifications,1,2.662884895792212
58,Female,Ph.D.,20,Consultant,Education,Software Developer,Low,City_C,1,Workshops,0,7.132290180225037
31,Male,Master's,15,Manager,Finance,Financial Analyst,High,City_A,1,Certifications,1,9.321802413241727
31,Male,High School,4,Analyst,Education,Software Developer,Low,City_B,1,Certifications,0,13.573859045726266
40,Female,High School,9,Engineer,Healthcare,Nurse,Medium,City_C,1,Certifications,1,8.887676397215339
38,Male,High School,7,Consultant,IT,Nurse,Medium,City_A,1,Online Courses,0,2.1236633058995595
42,Male,Master's,19,Consultant,IT,Teacher,High,City_C,1,Workshops,1,5.444098932307673
35,Female,Ph.D.,19,Manager,Finance,Teacher,High,City_C,1,Online Courses,0,5.113227524328455
30,Male,Bachelor's,6,Consultant,Healthcare,Teacher,High,City_A,1,Workshops,1,12.952869852743177
22,Female,Ph.D.,6,Consultant,Education,Nurse,Low,City_C,1,Workshops,0,4.98931607223401
34,Female,High School,20,Consultant,Education,Software Developer,Medium,City_C,1,Online Courses,1,29.79846284841457
25,Male,Ph.D.,15,Consultant,IT,Teacher,Low,City_C,1,Online Courses,1,15.577416979824461
22,Female,Ph.D.,15,Engineer,Education,Financial Analyst,Low,City_B,1,Workshops,1,28.47085513872452
53,Female,Bachelor's,25,Analyst,IT,Teacher,High,City_B,1,Workshops,0,1.7721197943583287
55,Female,Master's,20,Engineer,Finance,Nurse,High,City_C,1,Workshops,1,21.996824422862282
49,Female,Master's,9,Engineer,Education,Teacher,Low,City_A,1,Certifications,1,4.996582636548267
52,Female,Ph.D.,4,Manager,Healthcare,Software Developer,Low,City_C,1,Workshops,1,11.63183260773854
29,Male,Ph.D.,18,Consultant,Education,Teacher,High,City_C,1,Online Courses,0,7.973287487580284
47,Male,Master's,18,Engineer,IT,Nurse,High,City_B,1,Online Courses,1,18.12344025822972
55,Female,Master's,5,Consultant,Finance,Nurse,Low,City_B,1,Online Courses,1,1.2444517130828803
24,Female,Bachelor's,20,Engineer,IT,Financial Analyst,High,City_B,1,Workshops,0,7.390936851335482
33,Male,High School,23,Engineer,Education,Nurse,High,City_C,1,Workshops,1,28.681536985429688
22,Female,Ph.D.,11,Manager,IT,Financial Analyst,Low,City_C,1,Certifications,0,20.69479430827022
26,Male,Master's,5,Analyst,IT,Software Developer,Low,City_A,1,Certifications,1,6.229976695286548
51,Female,Ph.D.,22,Analyst,Finance,Nurse,Medium,City_C,1,Online Courses,0,2.466427950721415
51,Female,Ph.D.,26,Engineer,Healthcare,Teacher,Low,City_C,1,Certifications,0,2.9858135021106134
38,Female,Master's,4,Manager,Education,Software Developer,High,City_B,1,Certifications,0,14.594693082370572
44,Female,Bachelor's,29,Consultant,Finance,Teacher,Low,City_B,1,Online Courses,1,4.876677773931657
36,Female,Ph.D.,12,Consultant,Healthcare,Teacher,Low,City_B,1,Workshops,1,12.792767984598246
58,Female,Bachelor's,2,Engineer,IT,Teacher,Low,City_B,1,Certifications,0,5.696062900433974
42,Female,Master's,13,Analyst,Healthcare,Software Developer,Medium,City_B,1,Workshops,1,2.728878806812174
35,Male,High School,10,Manager,IT,Software Developer,Medium,City_A,1,Online Courses,1,27.178259819960612
23,Male,High School,9,Analyst,IT,Nurse,High,City_A,1,Online Courses,0,4.456135267544658
32,Male,Ph.D.,10,Consultant,Finance,Teacher,Medium,City_A,1,Certifications,0,6.609330781235195
59,Female,Master's,7,Analyst,IT,Financial Analyst,Low,City_B,1,Online Courses,0,4.9602983770360485
55,Female,Bachelor's,4,Consultant,Finance,Nurse,Medium,City_B,1,Online Courses,0,11.977423101073018
59,Female,Ph.D.,19,Manager,Healthcare,Software Developer,Low,City_B,1,Online Courses,1,16.36992626527757
55,Female,Master's,10,Manager,Healthcare,Financial Analyst,Medium,City_A,1,Certifications,1,3.176514954590189
39,Female,Master's,3,Engineer,IT,Software Developer,Medium,City_B,1,Certifications,1,28.932634919306754
51,Female,Bachelor's,25,Engineer,Finance,Financial Analyst,Medium,City_A,1,Certifications,1,17.82456442566966
36,Female,Ph.D.,21,Analyst,IT,Nurse,Low,City_B,1,Online Courses,1,3.2613324712041436
48,Male,Master's,29,Manager,Finance,Financial Analyst,Medium,City_C,1,Workshops,1,17.763228959206337
55,Female,Master's,19,Manager,Finance,Nurse,Low,City_A,1,Online Courses,0,4.027065746686901
59,Male,Master's,21,Engineer,Finance,Software Developer,Low,City_C,1,Certifications,1,14.599792265828906
54,Male,Bachelor's,2,Consultant,Healthcare,Financial Analyst,High,City_A,1,Workshops,1,22.361812463299806
45,Female,Ph.D.,27,Analyst,Finance,Teacher,Medium,City_B,1,Workshops,1,6.498348605092259
36,Female,Ph.D.,20,Analyst,Healthcare,Teacher,High,City_B,1,Certifications,0,8.672502194915308
51,Male,Ph.D.,10,Engineer,Finance,Software Developer,High,City_C,1,Workshops,0,3.5386086208984904
38,Male,Ph.D.,2,Manager,Healthcare,Financial Analyst,Low,City_B,1,Workshops,1,8.965483777269691
26,Female,High School,2,Engineer,Education,Teacher,Medium,City_A,1,Certifications,0,4.593152527022612
50,Female,High School,28,Engineer,Healthcare,Nurse,Low,City_B,1,Workshops,0,29.710387138057307
25,Male,Ph.D.,24,Engineer,Healthcare,Financial Analyst,Low,City_B,1,Workshops,1,17.342315346810707
31,Female,Bachelor's,17,Engineer,IT,Financial Analyst,Medium,City_A,1,Certifications,1,25.57154373866534
38,Female,High School,16,Consultant,Finance,Teacher,Low,City_C,1,Workshops,1,9.779414484979501
31,Female,Master's,16,Consultant,Education,Nurse,Medium,City_C,1,Workshops,0,19.500335139868376
38,Male,High School,14,Manager,IT,Nurse,Medium,City_B,1,Workshops,0,17.76927285221993
41,Male,Master's,7,Engineer,Finance,Nurse,Low,City_A,1,Workshops,1,16.850784590192156
45,Male,Ph.D.,21,Consultant,Education,Financial Analyst,Low,City_C,1,Certifications,0,10.437027544155574
26,Female,High School,11,Manager,Education,Software Developer,High,City_C,1,Online Courses,0,17.20041875709007
55,Female,Bachelor's,24,Engineer,Education,Financial Analyst,Low,City_B,1,Online Courses,0,1.4037250256684723
27,Male,High School,1,Analyst,Finance,Financial Analyst,Medium,City_A,1,Workshops,1,23.807866771873673
23,Male,High School,11,Consultant,Education,Teacher,High,City_C,1,Certifications,1,8.799912316260158
34,Male,High School,23,Manager,Education,Software Developer,Medium,City_B,1,Certifications,1,4.05497985163646
32,Female,Ph.D.,21,Analyst,IT,Nurse,High,City_B,1,Workshops,1,27.84461719897743
44,Male,Bachelor's,4,Engineer,Healthcare,Teacher,Low,City_B,1,Online Courses,1,6.811244815455262
37,Male,High School,7,Engineer,Finance,Financial Analyst,Low,City_B,1,Workshops,0,12.973687847133935
52,Female,Bachelor's,26,Engineer,Healthcare,Software Developer,Low,City_C,1,Certifications,0,3.090914105787348
32,Female,Ph.D.,15,Consultant,IT,Nurse,Medium,City_A,1,Certifications,0,3.516139048335125
37,Female,Master's,18,Manager,Healthcare,Nurse,High,City_B,1,Online Courses,0,9.746623488527097
29,Male,High School,12,Analyst,Education,Financial Analyst,Medium,City_B,1,Certifications,0,2.608986587954384
25,Female,Bachelor's,17,Manager,Education,Nurse,High,City_C,1,Certifications,0,27.010132087563903
25,Female,Bachelor's,1,Consultant,Finance,Nurse,Low,City_B,1,Certifications,1,28.63214990295322
46,Male,Ph.D.,11,Manager,Finance,Software Developer,Medium,City_B,1,Online Courses,1,9.391167081111195
24,Female,High School,28,Consultant,Finance,Teacher,Low,City_A,1,Certifications,0,10.159083625570812
53,Male,Master's,1,Engineer,IT,Software Developer,Medium,City_B,1,Workshops,1,28.437769711709144
24,Male,Bachelor's,15,Analyst,Finance,Teacher,Low,City_C,1,Online Courses,0,11.087739320031446
48,Female,High School,28,Engineer,IT,Teacher,Medium,City_A,1,Workshops,0,4.631387277524545
50,Female,Master's,21,Manager,Education,Teacher,Medium,City_C,1,Workshops,1,20.29975709455666
53,Female,Bachelor's,10,Engineer,Healthcare,Nurse,High,City_A,1,Online Courses,1,9.016821703080923
40,Female,Bachelor's,7,Analyst,Education,Software Developer,Low,City_A,1,Workshops,0,22.09419587774784
42,Female,Master's,2,Engineer,Education,Nurse,High,City_B,1,Online Courses,1,19.588924574740116
26,Female,Master's,10,Analyst,Education,Financial Analyst,High,City_B,1,Workshops,0,6.908797629127017
39,Male,Ph.D.,24,Analyst,Finance,Software Developer,Low,City_B,1,Online Courses,0,14.81097696429174
49,Male,High School,4,Engineer,Finance,Teacher,Medium,City_C,1,Certifications,0,4.914423103270681
43,Female,High School,12,Consultant,Finance,Nurse,High,City_B,1,Certifications,0,28.414758713861122
42,Male,Ph.D.,19,Manager,Healthcare,Nurse,Low,City_B,1,Workshops,0,11.534790274905124
27,Female,Bachelor's,26,Consultant,Finance,Software Developer,Medium,City_A,1,Certifications,1,22.1912164380962
22,Male,Master's,11,Consultant,IT,Software Developer,High,City_B,1,Online Courses,0,1.008990930402484
26,Male,Master's,8,Engineer,Education,Teacher,High,City_B,1,Workshops,1,8.238641173994026
33,Male,Master's,18,Manager,Healthcare,Teacher,High,City_B,1,Certifications,0,9.004038508193034
47,Female,Bachelor's,11,Manager,Healthcare,Financial Analyst,Medium,City_B,1,Certifications,1,13.45509292023934
55,Male,Master's,11,Consultant,Healthcare,Teacher,High,City_A,1,Workshops,0,7.47344246562294
35,Female,Master's,13,Engineer,Healthcare,Nurse,Medium,City_B,1,Certifications,1,12.800513789397712
47,Male,Ph.D.,3,Manager,Healthcare,Financial Analyst,High,City_A,1,Certifications,0,3.4235606782783843
48,Male,Bachelor's,12,Consultant,IT,Financial Analyst,Low,City_C,1,Workshops,0,9.993695283671485
30,Male,High School,3,Manager,Education,Financial Analyst,High,City_B,1,Certifications,1,6.30777569078895
47,Male,Ph.D.,10,Engineer,Healthcare,Software Developer,Low,City_B,1,Certifications,1,23.394916148512785
43,Male,Ph.D.,27,Engineer,Education,Teacher,Low,City_B,1,Certifications,1,7.141655457597859
51,Female,High School,17,Engineer,Finance,Financial Analyst,Low,City_A,1,Certifications,1,24.786723917920018
38,Female,Ph.D.,22,Manager,Healthcare,Software Developer,Medium,City_B,1,Workshops,1,1.0870528496222729
47,Male,Bachelor's,2,Analyst,Healthcare,Software Developer,Low,City_B,1,Online Courses,1,28.652340343406674
57,Male,Master's,17,Manager,Education,Financial Analyst,High,City_C,1,Online Courses,0,19.56873676081753
22,Male,Bachelor's,16,Analyst,Healthcare,Financial Analyst,Medium,City_A,1,Certifications,0,21.224113061977388
29,Male,High School,2,Engineer,Healthcare,Nurse,Low,City_A,1,Certifications,0,21.921970553401913
56,Female,High School,28,Consultant,Healthcare,Financial Analyst,Medium,City_C,1,Online Courses,1,18.199594517731335
36,Male,Ph.D.,22,Analyst,IT,Nurse,Medium,City_A,1,Certifications,1,4.253999462832354
43,Female,Bachelor's,20,Engineer,IT,Financial Analyst,Medium,City_B,1,Online Courses,1,7.641532074549883
35,Male,Bachelor's,6,Engineer,Healthcare,Financial Analyst,High,City_B,1,Workshops,0,7.671139274234741
47,Female,High School,28,Analyst,IT,Teacher,Low,City_C,1,Workshops,1,6.463521932551213
49,Male,Bachelor's,25,Consultant,Finance,Financial Analyst,Medium,City_A,1,Workshops,0,28.079523437531545
44,Male,High School,29,Engineer,Healthcare,Financial Analyst,Medium,City_A,1,Workshops,1,9.326393365514893
35,Female,Bachelor's,10,Analyst,Finance,Nurse,Medium,City_A,1,Workshops,1,20.17480578860284
45,Male,Bachelor's,28,Consultant,Education,Nurse,Low,City_C,1,Workshops,1,8.114431206234975
23,Male,Bachelor's,10,Consultant,Finance,Teacher,Medium,City_B,1,Online Courses,0,17.88475472258602
47,Male,High School,8,Engineer,Education,Financial Analyst,Medium,City_C,1,Certifications,1,19.363555257604006
35,Female,Ph.D.,1,Manager,Healthcare,Financial Analyst,High,City_B,1,Online Courses,0,28.12531585146099
28,Male,Bachelor's,13,Manager,Education,Nurse,Low,City_C,1,Workshops,1,28.61407986384948
24,Male,High School,24,Engineer,Education,Software Developer,High,City_B,1,Certifications,1,27.908281161340394
44,Female,High School,9,Consultant,Finance,Software Developer,Low,City_A,1,Certifications,1,12.767417236272765
39,Female,Bachelor's,22,Engineer,Finance,Software Developer,Low,City_A,1,Workshops,1,7.761071700172739
59,Female,Bachelor's,10,Analyst,Finance,Nurse,Low,City_A,1,Workshops,0,3.5370439353939918
56,Male,Ph.D.,15,Manager,Healthcare,Nurse,High,City_C,1,Workshops,1,17.224993891472096
36,Male,High School,5,Analyst,Healthcare,Software Developer,High,City_C,1,Workshops,0,20.372925788433385
46,Male,High School,22,Engineer,Finance,Software Developer,High,City_C,1,Workshops,1,6.145386867626183
58,Female,Master's,16,Engineer,Healthcare,Financial Analyst,High,City_A,1,Workshops,1,21.241562751312976
49,Male,High School,13,Consultant,Healthcare,Nurse,Medium,City_B,1,Certifications,1,2.73732545992889
31,Male,Ph.D.,22,Consultant,Education,Nurse,Medium,City_A,1,Workshops,0,19.114267303136568
38,Female,Master's,25,Consultant,Education,Software Developer,Medium,City_A,1,Workshops,1,2.7604809662697316
43,Female,Master's,20,Analyst,Finance,Software Developer,Low,City_B,1,Certifications,0,6.494279602183108
47,Female,Master's,18,Consultant,Healthcare,Teacher,Medium,City_B,1,Online Courses,0,4.781152710960563
46,Female,Bachelor's,11,Engineer,Education,Nurse,Low,City_B,1,Workshops,1,8.970391853648518
38,Female,Bachelor's,27,Consultant,IT,Teacher,High,City_B,1,Certifications,0,20.92309182414393
34,Male,High School,9,Manager,Healthcare,Financial Analyst,Low,City_A,1,Certifications,1,18.23301593603263
41,Female,Master's,16,Consultant,IT,Teacher,Low,City_C,1,Online Courses,0,1.0966508361818423
46,Male,Ph.D.,2,Analyst,Finance,Software Developer,Medium,City_A,1,Workshops,0,8.918156867441137
25,Male,Bachelor's,26,Manager,Healthcare,Nurse,High,City_B,1,Workshops,0,24.678729094665684
31,Female,Ph.D.,25,Manager,Finance,Nurse,High,City_C,1,Workshops,0,9.384198877167188
24,Female,Ph.D.,2,Manager,Finance,Teacher,Medium,City_C,1,Certifications,1,15.033588077206206
39,Female,Bachelor's,12,Analyst,Finance,Teacher,High,City_A,1,Workshops,0,17.10471034661005
57,Male,Bachelor's,8,Engineer,Finance,Financial Analyst,High,City_A,1,Workshops,1,1.6236338451997794
43,Female,Bachelor's,9,Consultant,Finance,Financial Analyst,High,City_A,1,Workshops,0,23.814457884579376
55,Female,Bachelor's,12,Manager,Healthcare,Software Developer,Medium,City_C,1,Workshops,1,4.0419642818073065
29,Female,Master's,26,Manager,IT,Software Developer,High,City_C,1,Online Courses,1,22.819044396963513
40,Female,Master's,9,Manager,Healthcare,Software Developer,Low,City_C,1,Online Courses,0,22.34153060012453
58,Female,Master's,10,Engineer,Healthcare,Teacher,Low,City_B,1,Online Courses,0,2.3217143377618203
27,Male,Master's,25,Engineer,Healthcare,Teacher,High,City_B,1,Workshops,1,2.6718315058558915
47,Male,High School,2,Analyst,Education,Nurse,Medium,City_A,1,Workshops,0,24.590076528587673
55,Male,Master's,16,Engineer,Education,Software Developer,Medium,City_C,1,Certifications,0,22.040990870987017
27,Female,Bachelor's,20,Consultant,Healthcare,Teacher,Medium,City_A,1,Certifications,0,23.229535377125742
58,Female,Ph.D.,7,Analyst,IT,Nurse,High,City_C,1,Certifications,0,27.97622186054843
54,Female,Master's,28,Analyst,Healthcare,Software Developer,High,City_A,1,Workshops,0,1.7447275350088427
43,Male,High School,2,Consultant,Finance,Financial Analyst,Low,City_B,1,Online Courses,0,6.319889193447933
42,Female,Bachelor's,1,Consultant,Education,Financial Analyst,Medium,City_C,1,Online Courses,0,28.54367537758695
27,Female,Ph.D.,19,Consultant,Education,Teacher,Low,City_B,1,Online Courses,0,29.798699029259993
27,Female,Ph.D.,28,Analyst,Healthcare,Nurse,Low,City_C,1,Workshops,0,8.615869928910666
25,Male,Master's,4,Analyst,Healthcare,Financial Analyst,Medium,City_A,1,Online Courses,1,5.093467951947848
51,Female,Ph.D.,24,Analyst,IT,Nurse,High,City_C,1,Certifications,0,7.976284876408049
32,Male,Master's,22,Consultant,IT,Nurse,High,City_B,1,Certifications,0,2.7373486716439976
51,Female,Master's,27,Consultant,Finance,Financial Analyst,Low,City_C,1,Online Courses,0,10.554506495236984
52,Male,Bachelor's,2,Manager,Healthcare,Nurse,Low,City_A,1,Certifications,0,11.137748767122982
45,Male,Bachelor's,25,Engineer,Healthcare,Financial Analyst,Low,City_C,1,Online Courses,0,4.132801290265148
30,Male,High School,14,Manager,Healthcare,Teacher,Low,City_B,1,Online Courses,1,3.032759634599533
24,Female,Bachelor's,2,Consultant,Education,Software Developer,Medium,City_A,1,Certifications,1,20.023332571263442
52,Female,Bachelor's,29,Analyst,Finance,Software Developer,Low,City_B,1,Certifications,0,17.377958870411874
58,Male,Master's,15,Consultant,IT,Teacher,Low,City_C,1,Certifications,1,12.11234090523472
57,Male,Bachelor's,12,Engineer,Education,Financial Analyst,High,City_B,1,Certifications,0,5.6376589386830105
45,Female,Master's,5,Manager,Education,Financial Analyst,High,City_C,1,Online Courses,0,16.420396211017994
52,Female,Master's,28,Manager,Education,Financial Analyst,High,City_A,1,Certifications,1,15.306481401293343
27,Male,Bachelor's,20,Analyst,Education,Financial Analyst,Medium,City_B,1,Certifications,1,8.49906337589025
23,Female,High School,29,Manager,Finance,Teacher,Medium,City_B,1,Workshops,1,21.180217851936835
41,Female,High School,7,Manager,Healthcare,Software Developer,High,City_C,1,Certifications,1,17.248212836266035
49,Female,Ph.D.,24,Consultant,IT,Nurse,High,City_B,1,Certifications,1,22.82974941611176
32,Female,Ph.D.,21,Manager,IT,Nurse,Low,City_B,1,Online Courses,0,15.424430407682364
25,Male,Bachelor's,10,Manager,Education,Software Developer,Low,City_A,1,Online Courses,0,32.204979565796094
36,Female,High School,14,Manager,Education,Teacher,Medium,City_C,1,Workshops,0,2.477986187136137
27,Female,Master's,14,Analyst,Finance,Nurse,Medium,City_C,1,Certifications,1,1.6379695522821351
51,Male,Ph.D.,5,Analyst,Education,Software Developer,Low,City_A,1,Certifications,0,25.6487881899775
59,Male,Master's,18,Consultant,IT,Teacher,High,City_A,1,Certifications,1,24.157840613958662
23,Female,Ph.D.,24,Manager,IT,Nurse,Low,City_C,1,Certifications,0,9.981080674787952
36,Female,Bachelor's,14,Analyst,Healthcare,Financial Analyst,Medium,City_A,1,Certifications,1,12.32491505379876
32,Female,High School,2,Analyst,Healthcare,Financial Analyst,Medium,City_A,1,Certifications,1,26.767981769733844
29,Female,Ph.D.,26,Consultant,IT,Teacher,Low,City_A,1,Workshops,0,7.2405732364528115
47,Male,High School,12,Engineer,IT,Financial Analyst,Low,City_C,1,Certifications,0,16.545147473993286
26,Male,Master's,22,Manager,Finance,Teacher,Low,City_A,1,Certifications,0,23.16394816426733
27,Male,Bachelor's,24,Analyst,Finance,Software Developer,Medium,City_B,1,Certifications,0,12.483203730956216
47,Female,High School,6,Consultant,IT,Software Developer,High,City_B,1,Workshops,1,20.140953180953563
25,Female,Bachelor's,4,Consultant,Education,Nurse,Low,City_C,1,Certifications,0,10.374605841208398
40,Female,High School,13,Consultant,Healthcare,Teacher,Medium,City_A,1,Workshops,1,17.83203761843111
41,Female,Master's,4,Analyst,IT,Nurse,Medium,City_B,1,Online Courses,0,11.496856429428101
54,Male,Master's,22,Manager,Education,Nurse,Medium,City_C,1,Certifications,0,4.4373921028226775
41,Male,Bachelor's,14,Engineer,IT,Software Developer,Low,City_B,1,Workshops,0,18.433632937057887
33,Female,Master's,16,Manager,Healthcare,Nurse,Low,City_A,1,Online Courses,0,31.05269163658388
22,Male,Ph.D.,29,Consultant,Healthcare,Financial Analyst,High,City_C,1,Workshops,0,1.4768091397233722
47,Female,High School,4,Consultant,Finance,Nurse,Medium,City_B,1,Workshops,1,1.7054958427323266
35,Female,Master's,24,Engineer,Finance,Teacher,Low,City_C,1,Online Courses,0,25.12967698199833
59,Male,Ph.D.,25,Manager,Finance,Financial Analyst,Medium,City_B,1,Certifications,1,17.378287467072404
58,Female,Bachelor's,1,Consultant,Finance,Software Developer,Medium,City_B,1,Certifications,0,24.303439052191614
32,Female,Ph.D.,13,Consultant,Healthcare,Teacher,High,City_A,1,Workshops,1,2.5547985459165043
57,Male,Bachelor's,4,Manager,Education,Financial Analyst,Low,City_A,1,Online Courses,0,30.92619142758598
34,Female,Bachelor's,20,Consultant,Education,Teacher,Low,City_B,1,Certifications,0,21.277842256585323
24,Female,High School,18,Manager,Education,Financial Analyst,Medium,City_C,1,Workshops,0,29.01363873614165
54,Male,High School,6,Consultant,IT,Teacher,Medium,City_C,1,Online Courses,1,12.177208932933103
27,Female,Ph.D.,3,Manager,Finance,Teacher,High,City_A,1,Workshops,1,10.658275373223473
31,Male,High School,23,Engineer,Finance,Financial Analyst,High,City_B,1,Online Courses,0,22.159143676200905
26,Female,High School,13,Consultant,Healthcare,Software Developer,High,City_A,1,Certifications,0,3.561100390718665
44,Male,High School,27,Engineer,Healthcare,Software Developer,High,City_B,1,Certifications,0,8.284996394907711
31,Male,Ph.D.,16,Consultant,IT,Teacher,High,City_B,1,Workshops,1,19.683284947840036
23,Male,Master's,27,Consultant,IT,Teacher,High,City_A,1,Certifications,0,19.36163242170197
34,Female,High School,5,Analyst,Education,Software Developer,Medium,City_C,1,Certifications,1,22.899275414903926
23,Male,High School,4,Manager,Healthcare,Software Developer,High,City_A,1,Online Courses,0,37.52446586263282
41,Male,Ph.D.,21,Engineer,Finance,Nurse,Medium,City_B,1,Certifications,1,7.176124253042363
22,Male,Master's,8,Engineer,Education,Software Developer,Medium,City_A,1,Online Courses,1,6.872589935080777
58,Male,High School,19,Engineer,Finance,Teacher,Low,City_C,1,Online Courses,1,24.926123389752185
30,Male,Bachelor's,14,Manager,Education,Financial Analyst,Medium,City_C,1,Workshops,0,19.937547833735913
38,Female,Ph.D.,7,Analyst,Finance,Software Developer,Medium,City_B,1,Online Courses,1,19.237289180003394
30,Female,High School,14,Engineer,IT,Nurse,High,City_A,1,Certifications,0,5.569578676110144
32,Female,High School,6,Manager,Education,Nurse,Medium,City_C,1,Online Courses,1,4.662749754199823
36,Female,Bachelor's,12,Consultant,Finance,Nurse,High,City_A,1,Online Courses,0,6.299424039234639
45,Female,Bachelor's,16,Engineer,Finance,Financial Analyst,High,City_C,1,Workshops,1,2.7351139223719523
59,Female,Ph.D.,17,Engineer,Healthcare,Software Developer,High,City_B,1,Certifications,1,13.481282748146167
56,Female,Ph.D.,13,Analyst,Education,Software Developer,Low,City_B,1,Certifications,0,4.649726993121492
51,Male,Bachelor's,23,Engineer,Finance,Software Developer,High,City_A,1,Certifications,0,3.0449862468991946
52,Female,Ph.D.,14,Engineer,Healthcare,Financial Analyst,Medium,City_B,1,Online Courses,1,3.198612650834481
26,Male,Bachelor's,29,Consultant,Finance,Financial Analyst,High,City_C,1,Certifications,1,20.452868662622983
35,Male,High School,7,Manager,Education,Teacher,High,City_B,1,Certifications,0,5.776832594672424
32,Female,Bachelor's,14,Manager,IT,Nurse,High,City_C,1,Online Courses,1,5.3512215789101605
30,Male,Bachelor's,15,Analyst,Education,Nurse,Low,City_C,1,Workshops,1,7.205316343557376
55,Male,Master's,12,Consultant,Education,Software Developer,Medium,City_B,1,Workshops,0,9.563933023090657
33,Male,Bachelor's,17,Manager,Finance,Financial Analyst,Low,City_C,1,Online Courses,0,2.0097870802350766
56,Male,Bachelor's,9,Consultant,Finance,Financial Analyst,Medium,City_C,1,Workshops,0,8.501811103983314
56,Female,Master's,22,Manager,Education,Software Developer,Low,City_A,1,Workshops,1,6.256172618810613
22,Female,Ph.D.,15,Consultant,Healthcare,Software Developer,Medium,City_A,1,Workshops,1,2.3154881843065356
43,Female,Master's,12,Analyst,Healthcare,Teacher,Low,City_A,1,Certifications,1,16.047970396579554
50,Female,High School,2,Engineer,Healthcare,Nurse,High,City_B,1,Workshops,0,14.774768907251998
29,Female,Master's,5,Analyst,Finance,Nurse,Low,City_A,1,Certifications,1,21.357810966108104
32,Female,High School,13,Manager,Finance,Nurse,Low,City_C,1,Workshops,0,3.18346315258107
58,Female,Ph.D.,27,Analyst,Education,Teacher,High,City_B,1,Certifications,0,5.813909339208308
35,Female,Master's,20,Engineer,IT,Software Developer,High,City_B,1,Online Courses,1,7.162044646742755
51,Female,Master's,23,Analyst,Finance,Software Developer,Medium,City_B,1,Online Courses,0,11.228131662822435
56,Female,Ph.D.,8,Manager,Education,Nurse,Medium,City_B,1,Workshops,1,28.378694862209947
42,Male,High School,27,Manager,Education,Nurse,Medium,City_C,1,Certifications,0,11.621498322945975
